ID,DISTRITO
9920350,393
9920360,393
9920370,393
9920380,393
9920390,393
9920400,393
9920410,393
9920450,393
9920460,393
9920470,393
9920480,393
9920490,393
9920500,393
9920520,393
9920530,393
9920540,393
9920550,393
9920560,393
9920572,393
9920575,393
9920578,393
9920579,393
9920580,393
9920590,393
9920595,393
9920600,393
9920030,394
9920040,394
9920055,394
9920080,394
9920090,394
9920220,394
9920230,394
9920250,394
9920260,394
9920270,394
9920280,394
9920290,394
9920300,394
9920320,394
9920330,394
9920340,394
9920610,394
9920630,394
9920640,394
9920650,394
9920660,394
9920670,394
9920680,394
9920690,394
9920700,394
9920710,394
9920720,394
9920730,394
9921000,394
9921003,394
9921005,394
9921010,394
9921020,394
9921028,394
9921029,394
9921030,394
9921040,394
9921050,394
9921070,394
9921080,394
9921090,394
9921100,394
9921110,394
9921130,394
9921140,394
9921150,394
9921160,394
9921170,394
9921180,394
9921182,394
9921183,394
9921184,394
9921185,394
9921186,394
9921188,394
9921190,394
9921200,394
9921210,394
9921230,394
9921240,394
9921245,394
9921250,394
9921270,394
9921280,394
9921290,394
9921300,394
9921310,394
9921320,394
9921330,394
9921340,394
9921350,394
9921370,394
9921380,394
9921390,394
9921400,394
9930270,394
9930280,394
9930290,394
9930330,394
9930340,394
9930345,394
9930350,394
9930450,394
9930460,394
9930470,394
9930475,394
9930477,394
9930480,394
9931390,394
9931610,394
9951000,395
9951002,395
9951010,395
9951020,395
9951030,395
9951040,395
9951050,395
9951060,395
9951070,395
9951080,395
9951100,395
9951110,395
9951120,395
9951140,395
9951150,395
9951160,395
9951170,395
9951180,395
9951190,395
9951200,395
9951220,395
9951225,395
9951230,395
9951240,395
9951260,395
9951270,395
9951273,395
9951275,395
9951278,395
9951280,395
9951300,395
9951310,395
9951320,395
9951330,395
9951340,395
9951350,395
9951360,395
9951370,395
9951380,395
9951390,395
9951400,395
9951410,395
9951420,395
9951430,395
9951440,395
9951450,395
9951460,395
9951465,395
9951470,395
9951475,395
9951480,395
9951485,395
9951490,395
9951495,395
9951496,395
9951497,395
9951498,395
9951499,395
9951500,395
9951510,395
9951520,395
9951530,395
9951540,395
9951550,395
9951560,395
9951570,395
9951580,395
9952205,395
9952208,395
4476073,396
4476145,396
4476210,396
4476217,396
4476230,396
9941201,397
9941445,397
9941690,397
9941720,397
9941740,397
9941760,397
9942000,397
9942080,397
9961210,397
9961350,397
9961390,397
9961400,397
9961540,397
9961550,397
9961730,397
9980025,397
9981360,397
